Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below primary - Persons,Educational level - Below primary - Males,Educational level - Below primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,07,00,0000,State - DELHI  07,Urban,40-44,760587,434965,325622,173343,65598,107745,587244,369367,217877,7200,4074,3126,21541,13285,8256,86059,49540,36519,77254,50529,26725,123519,83156,40363,68879,46110,22769,653,464,189,3736,2998,738,198272,119116,79156,131,95,36
C2308,07,00,0000,State - DELHI  07,Urban,45-49,587513,330555,256958,137220,47685,89535,450293,282870,167423,5835,3243,2592,16584,9798,6786,65560,36388,29172,57804,36816,20988,93763,62348,31415,50196,33151,17045,562,392,170,3086,2317,769,156777,98319,58458,126,98,28
C2308,07,00,0000,State - DELHI  07,Urban,50-54,423952,242930,181022,103981,37064,66917,319971,205866,114105,4528,2529,1999,12498,7490,5008,45561,25728,19833,38435,24564,13871,68892,45858,23034,35334,23560,11774,522,382,140,3248,2420,828,110842,73251,37591,111,84,27
C2308,07,00,0000,State - DELHI  07,Urban,55-59,293224,158302,134922,80014,24185,55829,213210,134117,79093,3374,1725,1649,10314,5299,5015,33540,16890,16650,26545,15769,10776,49507,31940,17567,21301,14346,6955,583,341,242,2509,1880,629,65461,45865,19596,76,62,14
C2308,07,00,0000,State - DELHI  07,Urban,60-64,243068,123272,119796,81916,24771,57145,161152,98501,62651,3346,1641,1705,10334,5176,5158,29327,14001,15326,19646,10534,9112,38135,24464,13671,13143,8991,4152,622,212,410,1559,1227,332,44996,32227,12769,44,28,16
C2308,07,00,0000,State - DELHI  07,Urban,65-69,181510,90377,91133,60232,16775,43457,121278,73602,47676,2503,1184,1319,9904,4752,5152,24710,10796,13914,16243,7977,8266,27392,18363,9029,8027,5806,2221,682,197,485,958,815,143,30822,23686,7136,37,26,11
C2308,07,00,0000,State - DELHI  07,Urban,70-74,124866,65285,59581,45921,14638,31283,78945,50647,28298,1917,974,943,7347,4000,3347,17812,8767,9045,10824,5827,4997,18110,13047,5063,4492,3278,1214,393,120,273,454,386,68,17562,14222,3340,34,26,8
C2308,07,00,0000,State - DELHI  07,Urban,75-79,61456,32614,28842,20198,5919,14279,41258,26695,14563,960,459,501,3793,2035,1758,9464,4494,4970,5584,3045,2539,9458,7135,2323,2349,1721,628,209,65,144,222,185,37,9208,7549,1659,11,7,4
C2308,07,00,0000,State - DELHI  07,Urban,80+,65962,32979,32983,29606,8777,20829,36356,24202,12154,1316,620,696,4606,2398,2208,8912,4521,4391,4724,2925,1799,7658,6200,1458,1880,1454,426,130,59,71,208,177,31,6912,5839,1073,10,9,1
C2308,07,00,0000,State - DELHI  07,Urban,Age not stated,19622,11835,7787,7449,3892,3557,12173,7943,4230,3442,2243,1199,1443,810,633,1665,1023,642,1249,818,431,1542,1115,427,883,593,290,16,12,4,52,44,8,1869,1276,593,12,9,3
C2308,08,00,0000,State - RAJASTHAN  08,Total,All ages,56507188,29420011,27087177,28805178,11372854,17432324,27702010,18047157,9654853,1745915,864680,881235,8994262,5247851,3746411,7047927,4591114,2456813,4330343,3163807,1166536,2903808,2190474,713334,1168642,871281,297361,7034,5456,1578,32231,26280,5951,1471813,1086184,385629,35,30,5
C2308,08,00,0000,State - RAJASTHAN  08,Total,0-6,10651002,5579616,5071386,10651002,5579616,5071386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,7,1445249,758416,686833,512843,226243,286600,932406,532173,400233,12558,6673,5885,919848,525500,394348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,8,1993163,1048793,944370,545281,214764,330517,1447882,834029,613853,17589,8431,9158,1430293,825598,604695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,9,1211876,636737,575139,236337,79590,156747,975539,557147,418392,9668,3926,5742,886110,506699,379411,79761,46522,33239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,10,2019681,1075079,944602,413439,128828,284611,1606242,946251,659991,22844,8992,13852,1248621,731927,516694,334777,205332,129445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,11,1024477,551360,473117,153817,40368,113449,870660,510992,359668,10691,3605,7086,484895,278474,206421,375074,228913,146161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,12,1730909,928339,802570,341086,91128,249958,1389823,837211,552612,26621,8878,17743,576507,330968,245539,705416,447110,258306,81279,50255,31024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,13,1199638,621324,578314,223183,50274,172909,976455,571050,405405,20839,5866,14973,246888,129588,117300,547259,338952,208307,161469,96644,64825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,14,1267236,671316,595920,252508,59482,193026,1014728,611834,402894,27648,8497,19151,191270,98805,92465,471502,298684,172818,324308,205848,118460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,15,1318217,717316,600901,304200,82388,221812,1014017,634928,379089,35917,12670,23247,162781,86112,76669,369933,239317,130616,326680,224395,102285,118706,72434,46272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,16,1249834,669892,579942,294689,76501,218188,955145,593391,361754,38638,13821,24817,135441,69563,65878,278813,173689,105124,286787,199662,87125,215466,136656,78810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,17,767986,422212,345774,164920,41738,123182,603066,380474,222592,23521,8792,14729,72930,37377,35553,144836,89790,55046,154296,108783,45513,207483,135732,71751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,18,1516951,839003,677948,415010,111087,303923,1101941,727916,374025,59115,24565,34550,151126,83781,67345,277923,179851,98072,258042,189521,68521,194787,144431,50356,159963,105091,54872,174,105,69,811,571,240,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,19,637226,339181,298045,165045,39335,125710,472181,299846,172335,24460,9290,15170,61468,31721,29747,101314,61485,39829,99654,70522,29132,76805,55816,20989,107628,70405,37223,111,64,47,741,543,198,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,20-24,4749366,2470943,2278423,1522617,361122,1161495,3226749,2109821,1116928,234174,94115,140059,431305,225259,206046,726427,454897,271530,680436,504650,175786,457969,341223,116746,398304,291357,106947,1152,770,382,6080,4470,1610,290896,193075,97821,6,5,1
C2308,08,00,0000,State - RAJASTHAN  08,Total,25-29,4197223,2127889,2069334,1594683,403540,1191143,2602540,1724349,878191,243620,103889,139731,382879,202998,179881,581067,372645,208422,537959,410603,127356,375125,285105,90020,169040,131201,37839,1029,775,254,4610,3571,1039,307206,213559,93647,5,3,2
C2308,08,00,0000,State - RAJASTHAN  08,Total,30-34,3821151,1917187,1903964,1670789,466716,1204073,2150362,1450471,699891,234256,106363,127893,350858,196674,154184,472452,308613,163839,415289,320469,94820,323989,252803,71186,108903,87236,21667,853,662,191,4173,3450,723,239586,174199,65387,3,2,1
C2308,08,00,0000,State - RAJASTHAN  08,Total,35-39,3453860,1788941,1664919,1661668,527329,1134339,1792192,1261612,530580,193999,102395,91604,310180,195484,114696,417223,286639,130584,325177,251483,73694,270344,213998,56346,74451,60028,14423,726,562,164,3643,3080,563,196443,147937,48506,6,6,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,40-44,2760275,1476036,1284239,1432671,498644,934027,1327604,977392,350212,131605,78866,52739,228636,156998,71638,328697,235733,92964,233718,182830,50888,201632,162212,39420,49351,40007,9344,712,599,113,2940,2538,402,150309,117606,32703,4,3,1
C2308,08,00,0000,State - RAJASTHAN  08,Total,45-49,2269651,1183740,1085911,1264072,427849,836223,1005579,755891,249688,95305,60561,34744,176550,125139,51411,258023,186809,71214,168968,132258,36710,159439,131453,27986,36885,30756,6129,581,495,86,2491,2102,389,107336,86317,21019,1,1,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,50-54,1775046,974037,801009,1070498,421123,649375,704548,552914,151634,70363,48957,21406,135675,102616,33059,181583,137703,43880,103726,82568,21158,115037,98521,16516,25067,21695,3372,564,495,69,2510,2184,326,70019,58171,11848,4,4,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,55-59,1349315,646505,702810,898367,302055,596312,450948,344450,106498,48894,32579,16315,99678,72961,26717,117266,85722,31544,58491,44496,13995,70197,60063,10134,14477,12749,1728,418,348,70,1988,1782,206,39537,33748,5789,2,2,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,60-64,1361274,676223,685051,994755,387457,607298,366519,288766,77753,47468,33467,14001,96266,74424,21842,97241,74990,22251,40122,31338,8784,47014,40684,6330,8929,7827,1102,267,226,41,1126,1039,87,28084,24769,3315,2,2,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,65-69,982874,457287,525587,731376,261998,469378,251498,195289,56209,33408,23256,10152,74167,56147,18020,65876,50024,15852,25768,19980,5788,28488,24725,3763,5297,4650,647,206,170,36,557,489,68,17730,15847,1883,1,1,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,70-74,757998,376076,381922,585252,237348,347904,172746,138728,34018,24975,17969,7006,55706,44390,11316,47276,37755,9521,16143,13190,2953,15759,13822,1937,2969,2618,351,100,68,32,225,192,33,9593,8724,869,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,75-79,315930,145849,170081,238067,85222,152845,77863,60627,17236,10635,7298,3337,24190,18677,5513,21089,16310,4779,8210,6494,1716,7649,6548,1101,1598,1311,287,55,44,11,75,61,14,4362,3884,478,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,80+,392196,173490,218706,313826,112531,201295,78370,60959,17411,12449,8486,3963,26036,19717,6319,20829,16395,4434,7589,6298,1291,6552,5767,785,1202,1009,193,57,49,8,97,77,20,3559,3161,398,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Total,Age not stated,287584,147224,140360,153177,58578,94599,134407,88646,45761,34655,22473,12182,33958,20254,13704,26270,17234,9036,16232,11520,4712,11367,8481,2886,4578,3341,1237,29,24,5,164,131,33,7153,5187,1966,1,1,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,All ages,43292813,22426640,20866173,24087389,9480314,14607075,19205424,12946326,6259098,1437360,694319,743041,7180672,4253994,2926678,5166996,3551588,1615408,2866987,2271004,595983,1527701,1287381,240320,551073,466918,84155,1558,1265,293,12582,10570,2012,460482,409275,51207,13,12,1
C2308,08,00,0000,State - RAJASTHAN  08,Rural,0-6,8587389,4486277,4101112,8587389,4486277,4101112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,7,1142370,598992,543378,434898,189427,245471,707472,409565,297907,10240,5413,4827,697232,404152,293080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,8,1592286,835672,756614,464261,178050,286211,1128025,657622,470403,14638,6825,7813,1113387,650797,462590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,9,958542,503184,455358,201725,64946,136779,756817,438238,318579,8230,3202,5028,698131,403930,294201,50456,31106,19350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,10,1591240,843856,747384,350938,102951,247987,1240302,740905,499397,19725,7349,12376,1003725,593751,409974,216852,139805,77047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,11,779710,420200,359510,129965,31421,98544,649745,388779,260966,9145,2852,6293,392035,226660,165375,248565,159267,89298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,12,1350367,723565,626802,291696,72392,219304,1058671,651173,407498,23589,7428,16161,481650,277458,204192,509863,336560,173303,43569,29727,13842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,13,917598,477231,440367,190893,39325,151568,726705,437906,288799,18417,4832,13585,206020,107861,98159,412120,265252,146868,90148,59961,30187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,14,970122,515362,454760,216732,47183,169549,753390,468179,285211,24562,7146,17416,160868,82463,78405,370766,241805,128961,197194,136765,60429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,15,1000173,545292,454881,260257,66018,194239,739916,479274,260642,31629,10564,21065,136975,71773,65202,294223,195439,98784,219831,161332,58499,57258,40166,17092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,16,942294,507392,434902,252988,61808,191180,689306,445584,243722,33953,11544,22409,113399,57844,55555,223049,142483,80566,205596,151512,54084,113309,82201,31108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,17,539891,297302,242589,138475,32544,105931,401416,264758,136658,19897,6907,12990,58308,29556,28752,111794,71002,40792,107978,80168,27810,103439,77125,26314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,18,1131258,625768,505490,349702,89261,260441,781556,536507,245049,50643,20018,30625,124129,68690,55439,219764,146125,73639,190083,145887,44196,120809,97012,23797,75785,58531,17254,60,41,19,283,203,80,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,19,445962,233614,212348,139111,31237,107874,306851,202377,104474,20255,7122,13133,49091,25011,24080,77891,48003,29888,69907,51803,18104,44027,34724,9303,45431,35527,9904,27,21,6,222,166,56,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,20-24,3471786,1778042,1693744,1284421,294402,990019,2187365,1483640,703725,195798,73843,121955,356384,184962,171422,564564,364963,199601,488941,381570,107371,273096,221550,51546,201756,167894,33862,327,244,83,2390,1771,619,104107,86842,17265,2,1,1
C2308,08,00,0000,State - RAJASTHAN  08,Rural,25-29,3109331,1565375,1543956,1344836,340142,1004694,1764495,1225233,539262,204276,82784,121492,319024,171424,147600,441745,299601,142144,380176,312042,68134,214058,182005,32053,90035,78233,11802,298,247,51,2072,1581,491,112810,97315,15495,1,1,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,30-34,2852705,1418537,1434168,1414967,400552,1014415,1437738,1017985,419753,198366,87014,111352,291042,166549,124493,348948,245155,103793,282075,237905,44170,177492,156419,21073,54517,48917,5600,250,204,46,1956,1643,313,83091,74178,8913,1,1,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,35-39,2547310,1317474,1229836,1403585,456545,947040,1143725,860929,282796,160318,83979,76339,252046,164967,87079,295643,223054,72589,204617,177161,27456,135556,123627,11929,32459,29833,2626,174,140,34,1565,1389,176,61343,56775,4568,4,4,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,40-44,2032679,1076044,956635,1226072,437423,788649,806607,638621,167986,104344,63056,41288,182364,130979,51385,229077,180533,48544,140404,123813,16591,92919,86323,6596,18253,16997,1256,120,102,18,950,851,99,38174,35965,2209,2,2,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,45-49,1684446,867014,817432,1087980,380595,707385,596466,486419,110047,73413,47868,25545,138230,104208,34022,177821,143729,34092,98746,88230,10516,71519,67621,3898,12229,11556,673,94,79,15,782,709,73,23631,22418,1213,1,1,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,50-54,1347261,731953,615308,929626,377211,552415,417635,354742,62893,53798,38708,15090,105343,85101,20242,123888,104632,19256,59565,54269,5296,51686,49629,2057,8051,7740,311,66,59,7,756,705,51,14480,13897,583,2,2,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,55-59,1044977,492815,552162,781299,272605,508694,263678,220210,43468,37133,25913,11220,75463,60368,15095,76870,64337,12533,30708,27631,3077,29557,28477,1080,4626,4464,162,41,35,6,782,756,26,8498,8229,269,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,60-64,1088341,540598,547743,867693,350946,516747,220648,189652,30996,36509,27131,9378,72553,61288,11265,63278,55342,7936,20518,18951,1567,18616,18009,607,2705,2603,102,40,38,2,454,446,8,5975,5844,131,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,65-69,774869,358943,415926,632370,236959,395411,142499,121984,20515,24606,18289,6317,52793,44636,8157,39356,34646,4710,11874,10968,906,9355,9032,323,1291,1244,47,23,21,2,178,177,1,3023,2971,52,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,70-74,606919,301385,305534,505984,213731,292253,100935,87654,13281,18486,14027,4459,39421,34437,4984,28015,25065,2950,7340,6795,545,4996,4772,224,873,813,60,17,15,2,83,79,4,1704,1651,53,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,75-79,246599,112754,133845,203927,76613,127314,42672,36141,6531,7564,5540,2024,16318,14000,2318,11688,10160,1528,3619,3206,413,2249,2081,168,487,443,44,8,7,1,26,25,1,713,679,34,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,80+,307834,136774,171060,263951,100035,163916,43883,36739,7144,8779,6336,2443,17480,14496,2984,11415,10120,1295,3319,3075,244,1900,1783,117,344,317,27,9,9,0,21,20,1,616,583,33,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Rural,Age not stated,228554,115225,113329,131648,49715,81933,96906,65510,31396,29047,18629,10418,27261,16633,10628,19345,13404,5941,10779,8233,2546,5860,4825,1035,2231,1806,425,4,3,1,62,49,13,2317,1928,389,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,All ages,13214375,6993371,6221004,4717789,1892540,2825249,8496586,5100831,3395755,308555,170361,138194,1813590,993857,819733,1880931,1039526,841405,1463356,892803,570553,1376107,903093,473014,617569,404363,213206,5476,4191,1285,19649,15710,3939,1011331,676909,334422,22,18,4
C2308,08,00,0000,State - RAJASTHAN  08,Urban,0-6,2063613,1093339,970274,2063613,1093339,970274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,7,302879,159424,143455,77945,36816,41129,224934,122608,102326,2318,1260,1058,222616,121348,101268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,8,400877,213121,187756,81020,36714,44306,319857,176407,143450,2951,1606,1345,316906,174801,142105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,9,253334,133553,119781,34612,14644,19968,218722,118909,99813,1438,724,714,187979,102769,85210,29305,15416,13889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,10,428441,231223,197218,62501,25877,36624,365940,205346,160594,3119,1643,1476,244896,138176,106720,117925,65527,52398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,11,244767,131160,113607,23852,8947,14905,220915,122213,98702,1546,753,793,92860,51814,41046,126509,69646,56863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,12,380542,204774,175768,49390,18736,30654,331152,186038,145114,3032,1450,1582,94857,53510,41347,195553,110550,85003,37710,20528,17182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,13,282040,144093,137947,32290,10949,21341,249750,133144,116606,2422,1034,1388,40868,21727,19141,135139,73700,61439,71321,36683,34638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,14,297114,155954,141160,35776,12299,23477,261338,143655,117683,3086,1351,1735,30402,16342,14060,100736,56879,43857,127114,69083,58031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,15,318044,172024,146020,43943,16370,27573,274101,155654,118447,4288,2106,2182,25806,14339,11467,75710,43878,31832,106849,63063,43786,61448,32268,29180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,16,307540,162500,145040,41701,14693,27008,265839,147807,118032,4685,2277,2408,22042,11719,10323,55764,31206,24558,81191,48150,33041,102157,54455,47702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,17,228095,124910,103185,26445,9194,17251,201650,115716,85934,3624,1885,1739,14622,7821,6801,33042,18788,14254,46318,28615,17703,104044,58607,45437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,18,385693,213235,172458,65308,21826,43482,320385,191409,128976,8472,4547,3925,26997,15091,11906,58159,33726,24433,67959,43634,24325,73978,47419,26559,84178,46560,37618,114,64,50,528,368,160,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,19,191264,105567,85697,25934,8098,17836,165330,97469,67861,4205,2168,2037,12377,6710,5667,23423,13482,9941,29747,18719,11028,32778,21092,11686,62197,34878,27319,84,43,41,519,377,142,0,0,0,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,20-24,1277580,692901,584679,238196,66720,171476,1039384,626181,413203,38376,20272,18104,74921,40297,34624,161863,89934,71929,191495,123080,68415,184873,119673,65200,196548,123463,73085,825,526,299,3690,2699,991,186789,106233,80556,4,4,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,25-29,1087892,562514,525378,249847,63398,186449,838045,499116,338929,39344,21105,18239,63855,31574,32281,139322,73044,66278,157783,98561,59222,161067,103100,57967,79005,52968,26037,731,528,203,2538,1990,548,194396,116244,78152,4,2,2
C2308,08,00,0000,State - RAJASTHAN  08,Urban,30-34,968446,498650,469796,255822,66164,189658,712624,432486,280138,35890,19349,16541,59816,30125,29691,123504,63458,60046,133214,82564,50650,146497,96384,50113,54386,38319,16067,603,458,145,2217,1807,410,156495,100021,56474,2,1,1
C2308,08,00,0000,State - RAJASTHAN  08,Urban,35-39,906550,471467,435083,258083,70784,187299,648467,400683,247784,33681,18416,15265,58134,30517,27617,121580,63585,57995,120560,74322,46238,134788,90371,44417,41992,30195,11797,552,422,130,2078,1691,387,135100,91162,43938,2,2,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,40-44,727596,399992,327604,206599,61221,145378,520997,338771,182226,27261,15810,11451,46272,26019,20253,99620,55200,44420,93314,59017,34297,108713,75889,32824,31098,23010,8088,592,497,95,1990,1687,303,112135,81641,30494,2,1,1
C2308,08,00,0000,State - RAJASTHAN  08,Urban,45-49,585205,316726,268479,176092,47254,128838,409113,269472,139641,21892,12693,9199,38320,20931,17389,80202,43080,37122,70222,44028,26194,87920,63832,24088,24656,19200,5456,487,416,71,1709,1393,316,83705,63899,19806,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,50-54,427785,242084,185701,140872,43912,96960,286913,198172,88741,16565,10249,6316,30332,17515,12817,57695,33071,24624,44161,28299,15862,63351,48892,14459,17016,13955,3061,498,436,62,1754,1479,275,55539,44274,11265,2,2,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,55-59,304338,153690,150648,117068,29450,87618,187270,124240,63030,11761,6666,5095,24215,12593,11622,40396,21385,19011,27783,16865,10918,40640,31586,9054,9851,8285,1566,377,313,64,1206,1026,180,31039,25519,5520,2,2,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,60-64,272933,135625,137308,127062,36511,90551,145871,99114,46757,10959,6336,4623,23713,13136,10577,33963,19648,14315,19604,12387,7217,28398,22675,5723,6224,5224,1000,227,188,39,672,593,79,22109,18925,3184,2,2,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,65-69,208005,98344,109661,99006,25039,73967,108999,73305,35694,8802,4967,3835,21374,11511,9863,26520,15378,11142,13894,9012,4882,19133,15693,3440,4006,3406,600,183,149,34,379,312,67,14707,12876,1831,1,1,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,70-74,151079,74691,76388,79268,23617,55651,71811,51074,20737,6489,3942,2547,16285,9953,6332,19261,12690,6571,8803,6395,2408,10763,9050,1713,2096,1805,291,83,53,30,142,113,29,7889,7073,816,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,75-79,69331,33095,36236,34140,8609,25531,35191,24486,10705,3071,1758,1313,7872,4677,3195,9401,6150,3251,4591,3288,1303,5400,4467,933,1111,868,243,47,37,10,49,36,13,3649,3205,444,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,80+,84362,36716,47646,49875,12496,37379,34487,24220,10267,3670,2150,1520,8556,5221,3335,9414,6275,3139,4270,3223,1047,4652,3984,668,858,692,166,48,40,8,76,57,19,2943,2578,365,0,0,0
C2308,08,00,0000,State - RAJASTHAN  08,Urban,Age not stated,59030,31999,27031,21529,8863,12666,37501,23136,14365,5608,3844,1764,6697,3621,3076,6925,3830,3095,5453,3287,2166,5507,3656,1851,2347,1535,812,25,21,4,102,82,20,4836,3259,1577,1,1,0
